SYMBOL,DATE,SPX YE16,SPX YE17,SPX 16-17,SEDOL,TICKER-REGION,PRICE YE16,PRICE YE17,RETURN 16-17,REL-RETURN,ROE,SECURITY NAME,NAME,TICKER,EXCHANGE,PEER_GROUP,REGION,COUNTRY,COMP_GROUP_AVG,TOTAL_ESG_SCORE,ENVIRONMENT_SCORE,SOCIAL_SCORE,GOVERNANCE_SCORE,TOTAL_ESG_PTILE,ENVIRONMENT_PTILE,SOCIAL_PTILE,GOVERNANCE_PTILE,ENVIRONMENT_WEIGHT,SOCIAL_WEIGHT,GOVERNANCE_WEIGHT,E_OPERATIONS_INCIDENTS,E_SUPPLYCHAIN_INCIDENTS,E_PRODSERVICE_INCIDENTS,S_EMPLOYEE_INCIDENTS,S_SUPPLYCHAIN_INCIDENTS,S_CUSTOMER_INCIDENTS,S_COMMUNITY_INCIDENTS,G_BUSETHICS_INCIDENTS,G_GOVERNANCE_INCIDENTS,G_PUBLIC_POLICY_INCIDENTS,OLD_SYMBOL,CONTROVERSY_LEVEL
2626802,20161230,2238.83,2673.61,0.19,262680,NPK-US, 	106.40 , 	99.45 , 	(0.07), 	(0.26), 	12.16 ,"National Presto Industries, Inc.",National Presto Industries Inc.,NPK,NYSE,Aerospace & Defense,United States and Canada,United States,60.79000,47.23000,,,,5.000000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US6372151042,No evidence of relevant controversies
BVGC686,20161230,2238.83,2673.61,0.19,BVGC68,OA-US, 	87.73 , 	131.50 , 	0.50 , 	0.30 , 	15.66 ,"Orbital ATK, Inc.",Orbital ATK Inc.,OA,NYSE,Aerospace & Defense,United States and Canada,United States,60.79000,63.58000,58.63000,52.32000,82.50000,57.14000,45.24000,42.86000,97.62000,0.350000,0.350000,0.300000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US68557N1037,Category 1
B019FR7,20161230,2238.83,2673.61,0.19,B019FR,OKRGQ-US, 	0.02 , 	0.04 , 	0.75 , 	0.56 ,,"Oakridge Holdings, Inc.",Oakridge Holdings Inc.,OKRG.Q,OTCPK,Aerospace & Defense,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US6738361020,No evidence of relevant controversies
2421223,20161230,2238.83,2673.61,0.19,242122,OPST-US, 	19.15 , 	22.45 , 	0.17 , 	(0.02),,Opt-Sciences Corporation,Opt Sciences Corp.,OPST,OTCPK,Aerospace & Defense,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US6710031013,No evidence of relevant controversies
BYTRT46,20161230,2238.83,2673.61,0.19,BYTRT4,OPXS-US, 	0.67 , 	1.10 , 	0.63 , 	0.44 , 	(2.70),"Optex Systems Holdings, Inc.",Optex Systems Holdings Inc,OPXS,OTCPK,Aerospace & Defense,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US68384X2099,No evidence of relevant controversies
2299066,20161230,2238.83,2673.61,0.19,229906,PBSOQ-US,,,,,,"Point Blank Solutions, Inc.",Point Blank Solutions Inc.,@NA,@NA,Aerospace & Defense,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,Category 1,No evidence of relevant controversies,US7305291046,Category 1
2699514,20161230,2238.83,2673.61,0.19,269951,PCP-US,,,,,,Precision Castparts Corp.,Precision Castparts Corp.,@NA,@NA,Aerospace & Defense,United States and Canada,United States,60.79000,47.36000,44.74000,44.46000,53.81000,7.140000,14.29000,23.81000,0.000000,0.350000,0.350000,0.300000,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,US7401891053,Category 2
2758051,20161230,2238.83,2673.61,0.19,275805,RTN-US, 	142.00 , 	187.85 , 	0.32 , 	0.13 , 	22.11 ,Raytheon Company,Raytheon Company,RTN,NYSE,Aerospace & Defense,United States and Canada,United States,60.79000,64.21000,69.31000,60.22000,62.92000,61.90000,73.81000,64.29000,26.19000,0.350000,0.350000,0.300000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 3,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,US7551115071,Category 3
BYWPNL2,20161230,2238.83,2673.61,0.19,BYWPNL,SGLB-US, 	1.62 , 	2.15 , 	0.33 , 	0.13 , 	(108.32),"Sigma Labs, Inc.",Sigma Labs Inc.,SGLB,OTCPK,Aerospace & Defense,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US8265983028,No evidence of relevant controversies
2807500,20161230,2238.83,2673.61,0.19,280750,SIF-US, 	7.65 , 	6.65 , 	(0.13), 	(0.32), 	(16.99),"SIFCO Industries, Inc.",SIFCO Industries Inc.,SIF,AMEX,Aerospace & Defense,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US8265461033,Category 1
2832621,20161230,2238.83,2673.61,0.19,283262,SPA-US, 	23.85 , 	23.06 , 	(0.03), 	(0.23), 	(39.16),Sparton Corporation,Sparton Corporation,SPA,NYSE,Aerospace & Defense,United States and Canada,United States,60.79000,54.52000,,,,35.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US8472351084,No evidence of relevant controversies
B1HMMS7,20161230,2238.83,2673.61,0.19,B1HMMS,SPR-US, 	58.35 , 	87.25 , 	0.50 , 	0.30 , 	23.19 ,"Spirit AeroSystems Holdings, Inc. Class A",Spirit AeroSystems Holdings Inc.,SPR,NYSE,Aerospace & Defense,United States and Canada,United States,60.79000,65.07000,55.06000,66.94000,74.58000,69.05000,33.33000,83.33000,80.95000,0.350000,0.350000,0.300000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US8485741099,Category 2
B11FJK3,20161230,2238.83,2673.61,0.19,B11FJK,TDG-US, 	248.96 , 	274.62 , 	0.10 , 	(0.09),,TransDigm Group Incorporated,TransDigm Group Incorporated,TDG,NYSE,Aerospace & Defense,United States and Canada,United States,60.79000,52.22000,47.60000,43.27000,68.06000,23.81000,19.05000,19.05000,61.90000,0.350000,0.350000,0.300000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,US8936411003,Category 1
2503477,20161230,2238.83,2673.61,0.19,250347,TDY-US, 	123.00 , 	181.15 , 	0.47 , 	0.28 , 	13.17 ,Teledyne Technologies Incorporated,Teledyne Technologies Incorporated,TDY,NYSE,Aerospace & Defense,United States and Canada,United States,60.79000,49.86000,,,,10.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,US8793601050,Category 1
2893071,20161230,2238.83,2673.61,0.19,289307,TGI-US, 	26.50 , 	27.20 , 	0.03 , 	(0.17), 	(68.25),"Triumph Group, Inc.",Triumph Group Inc.,TGI,NYSE,Aerospace & Defense,United States and Canada,United States,60.79000,50.00000,43.18000,45.05000,63.75000,19.05000,11.90000,26.19000,28.57000,0.350000,0.350000,0.300000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US8968181011,Category 1
2604165,20161230,2238.83,2673.61,0.19,260416,TIK-US, 	4.40 , 	2.60 , 	(0.41), 	(0.60), 	24.16 ,Tel-Instrument Electronics Corp,Tel-Instrument Electronics Corp.,TIK,AMEX,Aerospace & Defense,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US8791652071,No evidence of relevant controversies
B65THZ7,20161230,2238.83,2673.61,0.19,B65THZ,TPAC-US, 	0.00 , 	0.00 , 	(0.80), 	(0.99),,"Trans-Pacific Aerospace Company, Inc.",Trans-Pacific Aerospace Company Inc.,TPAC,OTCPK,Aerospace & Defense,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US89342J1088,No evidence of relevant controversies
2885937,20161230,2238.83,2673.61,0.19,288593,TXT-US, 	48.56 , 	56.59 , 	0.17 , 	(0.03), 	16.00 ,Textron Inc.,Textron Inc.,TXT,NYSE,Aerospace & Defense,United States and Canada,United States,60.79000,58.77000,54.74000,55.36000,67.45000,40.48000,30.95000,50.00000,57.14000,0.350000,0.350000,0.300000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,Category 2,Category 3,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,US8832031012,Category 3
BJ0XN68,20161230,2238.83,2673.61,0.19,BJ0XN6,UATG-US, 	0.01 , 	0.00 , 	(0.84), 	(1.03),,"Umbra Applied Technologies Group, Inc.",Umbra Applied Technologies Group Inc.,UATG,OTCPK,Aerospace & Defense,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US90419P1003,No evidence of relevant controversies
2915500,20161230,2238.83,2673.61,0.19,291550,UTX-US, 	109.62 , 	127.57 , 	0.16 , 	(0.03), 	18.44 ,United Technologies Corporation,United Technologies Corp.,UTX,NYSE,Aerospace & Defense,United States and Canada,United States,60.79000,62.01000,62.57000,58.16000,65.83000,45.24000,59.52000,54.76000,45.24000,0.350000,0.350000,0.300000,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,Category 1,Category 2,Category 1,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,US9130171096,Category 2
BQS2V17,20161230,2238.83,2673.61,0.19,BQS2V1,VEC-US, 	23.85 , 	30.85 , 	0.29 , 	0.10 , 	22.89 ,Vectrus Inc,Vectrus Inc.,VEC,NYSE,Aerospace & Defense,United States and Canada,United States,60.79000,52.77000,,,,20.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US92242T1016,No evidence of relevant controversies
BBPD5F0,20161230,2238.83,2673.61,0.19,BBPD5F,1316-HK, 	9.20 , 	18.62 , 	1.02 , 	0.83 , 	31.29 ,Nexteer Automotive Group Limited,Nexteer Automotive Group Limited,1316,SEHK,Auto Components,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,KYG6501M1050,No evidence of relevant controversies
